Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,No_Proc_Preffered,Combi_Task,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
0.00461543785273032,0.047218106618412914,4,"(3, 4)","""Node1""","""Node1""","""Node2""","""Node4""","""Node4""","""Node3""","""Node1""","""Node2""","""Node3""","""Node4""","""Node4""","(1, 2, 1)",4,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00519216871259765,99999.0,99999,"(5, 8)","""Node2""","""Node3""","""Node2""","""Node3""","""Node5""","""Node3""","""Node2""","""Node4""","""Node4""","""Node1""","""Node1""","(4, 1, 0)",5,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00483738307834178,0.03956964885399896,5,"(7, 8)","""Node2""","""Node1""","""Node2""","""Node2""","""Node3""","""Node1""","""Node4""","""Node2""","""Node3""","""Node4""","""Node5""","(4, 1, 0)",5,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.004616938588008971,0.04143114303501802,6,"(5, 6)","""Node1""","""Node2""","""Node1""","""Node1""","""Node2""","""Node5""","""Node6""","""Node5""","""Node4""","""Node3""","""Node3""","(1, 5, 0)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00557885455393736,0.043934661660343134,6,"(7, 8)","""Node4""","""Node4""","""Node4""","""Node4""","""Node3""","""Node5""","""Node1""","""Node4""","""Node6""","""Node2""","""Node3""","(1, 5, 0)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.004344316323553189,0.041135222519449566,6,"(6, 8)","""Node4""","""Node5""","""Node4""","""Node4""","""Node6""","""Node5""","""Node2""","""Node5""","""Node1""","""Node3""","""Node6""","(3, 3, 0)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node1""","""Node2""","""Node1""","""Node1""","""Node6""","""Node2""","""Node6""","""Node3""","""Node5""","""Node4""","""Node4""","(6, 0, 0)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(6, 7)","""Node2""","""Node2""","""Node2""","""Node2""","""Node3""","""Node6""","""Node1""","""Node4""","""Node5""","""Node1""","""Node4""","(6, 0, 0)",6,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00463927053055621,0.043716072590390884,5,"(3, 4)","""Node1""","""Node3""","""Node5""","""Node3""","""Node4""","""Node3""","""Node1""","""Node5""","""Node2""","""Node4""","""Node4""","(1, 4, 0)",5,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00394772133857625,0.04393948311101277,5,"(3, 4)","""Node4""","""Node4""","""Node3""","""Node1""","""Node2""","""Node4""","""Node1""","""Node3""","""Node5""","""Node5""","""Node2""","(3, 0, 2)",5,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00476244986144391,0.04488271189188413,5,"(5, 6)","""Node4""","""Node4""","""Node2""","""Node4""","""Node5""","""Node5""","""Node1""","""Node2""","""Node5""","""Node3""","""Node1""","(3, 0, 2)",5,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.004923447253727111,0.04318166032547281,5,"(7, 8)","""Node1""","""Node2""","""Node1""","""Node1""","""Node3""","""Node2""","""Node4""","""Node4""","""Node5""","""Node4""","""Node3""","(3, 0, 2)",5,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00429810842287764,0.04949597067676684,6,"(6, 7)","""Node1""","""Node1""","""Node6""","""Node4""","""Node2""","""Node6""","""Node5""","""Node3""","""Node5""","""Node4""","""Node3""","(2, 0, 4)",6,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00509344406061617,0.039584897114848576,6,"(5, 8)","""Node1""","""Node3""","""Node1""","""Node1""","""Node6""","""Node4""","""Node3""","""Node2""","""Node2""","""Node5""","""Node5""","(4, 2, 0)",6,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node2""","""Node4""","""Node3""","""Node2""","""Node5""","""Node4""","""Node1""","""Node3""","""Node6""","""Node1""","""Node1""","(5, 1, 0)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00521177885712977,0.04001860224426732,6,"(6, 8)","""Node5""","""Node6""","""Node5""","""Node5""","""Node3""","""Node6""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","(5, 1, 0)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node4""","""Node1""","""Node4""","""Node4""","""Node6""","""Node1""","""Node4""","""Node2""","""Node5""","""Node3""","""Node3""","(0, 0, 6)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00401140433247757,0.042752897883340184,6,"(6, 8)","""Node5""","""Node4""","""Node2""","""Node5""","""Node1""","""Node4""","""Node2""","""Node2""","""Node6""","""Node3""","""Node1""","(0, 5, 1)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node1""","""Node1""","""Node2""","""Node2""","""Node3""","""Node1""","""Node4""","""Node2""","""Node3""","""Node4""","""Node4""","(0, 2, 2)",4,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.004944995326570729,0.048848781133031385,4,"(7, 8)","""Node1""","""Node3""","""Node1""","""Node1""","""Node4""","""Node2""","""Node3""","""Node3""","""Node4""","""Node3""","""Node2""","(0, 2, 2)",4,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(6, 7)","""Node2""","""Node2""","""Node2""","""Node3""","""Node4""","""Node2""","""Node1""","""Node1""","""Node4""","""Node3""","""Node3""","(1, 1, 2)",4,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0038158710028072798,0.0,5,"(3, 4)","""Node3""","""Node3""","""Node5""","""Node3""","""Node2""","""Node3""","""Node4""","""Node5""","""Node1""","""Node1""","""Node2""","(1, 3, 1)",5,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00493146951618407,0.04169576311165401,5,"(6, 7)","""Node1""","""Node5""","""Node1""","""Node4""","""Node3""","""Node5""","""Node2""","""Node4""","""Node3""","""Node2""","""Node4""","(3, 2, 0)",5,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0036770404350749703,0.05039087905818288,6,"(3, 4)","""Node1""","""Node1""","""Node3""","""Node1""","""Node1""","""Node2""","""Node4""","""Node3""","""Node6""","""Node5""","""Node5""","(0, 1, 5)",6,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00477494177960198,0.0544719221837425,6,"(7, 8)","""Node4""","""Node4""","""Node4""","""Node4""","""Node3""","""Node1""","""Node6""","""Node6""","""Node2""","""Node5""","""Node3""","(0, 1, 5)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00461543785273032,0.04508789019226695,4,"(5, 6)","""Node1""","""Node2""","""Node1""","""Node1""","""Node2""","""Node4""","""Node4""","""Node3""","""Node3""","""Node4""","""Node4""","(1, 2, 1)",4,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00483738307834178,0.03956964885399896,5,"(3, 4)","""Node1""","""Node3""","""Node4""","""Node2""","""Node5""","""Node3""","""Node1""","""Node4""","""Node2""","""Node5""","""Node5""","(4, 1, 0)",5,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0040700830862809,0.04686009300383883,6,"(5, 8)","""Node1""","""Node3""","""Node1""","""Node1""","""Node4""","""Node2""","""Node3""","""Node2""","""Node6""","""Node5""","""Node5""","(0, 3, 3)",6,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00450029530724571,0.047790825905926516,6,"(7, 8)","""Node2""","""Node4""","""Node2""","""Node2""","""Node5""","""Node4""","""Node1""","""Node2""","""Node3""","""Node6""","""Node5""","(0, 3, 3)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node5""","""Node2""","""Node5""","""Node5""","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node6""","""Node6""","(1, 5, 0)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00410848410491519,0.04140418797009953,6,"(6, 8)","""Node5""","""Node3""","""Node6""","""Node5""","""Node1""","""Node3""","""Node6""","""Node1""","""Node2""","""Node4""","""Node1""","(1, 5, 0)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00438476798136208,0.04034604980441135,6,"(7, 8)","""Node3""","""Node2""","""Node6""","""Node3""","""Node5""","""Node2""","""Node6""","""Node5""","""Node4""","""Node1""","""Node5""","(3, 3, 0)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0048378446359076,0.03835508974332155,6,"(7, 8)","""Node3""","""Node2""","""Node6""","""Node3""","""Node5""","""Node2""","""Node6""","""Node5""","""Node5""","""Node4""","""Node1""","(6, 0, 0)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00476244986144391,0.0,5,"(5, 7)","""Node2""","""Node1""","""Node2""","""Node3""","""Node4""","""Node1""","""Node5""","""Node3""","""Node4""","""Node5""","""Node5""","(3, 0, 2)",5,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00440816274848054,0.047646367056155416,6,"(5, 6)","""Node6""","""Node3""","""Node6""","""Node6""","""Node1""","""Node1""","""Node3""","""Node4""","""Node5""","""Node2""","""Node2""","(2, 0, 4)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00422519962245904,0.0499639982198874,6,"(7, 8)","""Node3""","""Node2""","""Node3""","""Node3""","""Node4""","""Node2""","""Node6""","""Node4""","""Node5""","""Node1""","""Node4""","(2, 0, 4)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00403553966205481,0.03839298100702277,6,"(5, 6)","""Node6""","""Node5""","""Node6""","""Node6""","""Node5""","""Node6""","""Node2""","""Node3""","""Node4""","""Node1""","""Node1""","(4, 2, 0)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00445295617063946,0.040957270568761264,6,"(7, 8)","""Node1""","""Node6""","""Node5""","""Node1""","""Node2""","""Node3""","""Node5""","""Node6""","""Node2""","""Node6""","""Node4""","(4, 2, 0)",6,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0035472523755202398,0.05397165163140883,6,"(3, 4)","""Node3""","""Node6""","""Node3""","""Node1""","""Node5""","""Node6""","""Node2""","""Node3""","""Node1""","""Node5""","""Node4""","(0, 0, 6)",6,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0040887404504468,0.05442466547180395,6,"(6, 7)","""Node6""","""Node2""","""Node6""","""Node1""","""Node3""","""Node2""","""Node5""","""Node4""","""Node5""","""Node1""","""Node4""","(0, 0, 6)",6,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 6)","""Node1""","""Node2""","""Node1""","""Node1""","""Node2""","""Node4""","""Node3""","""Node1""","""Node4""","""Node4""","""Node3""","(0, 2, 2)",4,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0038212666185629203,0.04899484059934345,4,"(3, 4)","""Node4""","""Node2""","""Node4""","""Node4""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node1""","""Node1""","(1, 0, 3)",4,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00536011139982455,0.0,4,"(6, 7)","""Node2""","""Node1""","""Node2""","""Node2""","""Node4""","""Node1""","""Node2""","""Node3""","""Node4""","""Node3""","""Node3""","(1, 0, 3)",4,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00433584486004048,0.04794970113552886,4,"(7, 8)","""Node4""","""Node2""","""Node4""","""Node4""","""Node3""","""Node1""","""Node2""","""Node3""","""Node1""","""Node2""","""Node3""","(1, 0, 3)",4,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00348350076682421,0.04164610198046389,5,"(7, 8)","""Node4""","""Node1""","""Node4""","""Node1""","""Node3""","""Node2""","""Node5""","""Node2""","""Node3""","""Node5""","""Node2""","(1, 3, 1)",5,"(7, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00377076985558305,0.04533843331382472,5,"(6, 8)","""Node3""","""Node2""","""Node3""","""Node3""","""Node5""","""Node4""","""Node2""","""Node2""","""Node5""","""Node1""","""Node1""","(2, 2, 1)",5,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0049745351024696105,0.0,4,"(3, 4)","""Node1""","""Node3""","""Node1""","""Node4""","""Node4""","""Node2""","""Node3""","""Node1""","""Node2""","""Node4""","""Node4""","(0, 2, 2)",4,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0050739414489842,0.053392461257154064,4,"(3, 4)","""Node3""","""Node1""","""Node3""","""Node3""","""Node2""","""Node4""","""Node1""","""Node3""","""Node4""","""Node2""","""Node2""","(1, 1, 2)",4,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.004223633977641921,0.04775763547011421,4,"(5, 8)","""Node1""","""Node2""","""Node1""","""Node1""","""Node4""","""Node3""","""Node2""","""Node2""","""Node3""","""Node4""","""Node4""","(1, 1, 2)",4,"(5, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node5""","""Node5""","""Node2""","""Node4""","""Node2""","""Node5""","""Node2""","""Node3""","""Node4""","""Node1""","""Node1""","(1, 3, 1)",5,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0046027892322921,0.0,5,"(6, 7)","""Node1""","""Node2""","""Node1""","""Node1""","""Node5""","""Node2""","""Node3""","""Node3""","""Node5""","""Node4""","""Node3""","(1, 3, 1)",5,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0054995212678319,0.042875611453392234,5,"(3, 4)","""Node4""","""Node4""","""Node1""","""Node5""","""Node2""","""Node4""","""Node5""","""Node1""","""Node5""","""Node3""","""Node2""","(2, 2, 1)",5,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00598445414204818,99999.0,99999,"(3, 4)","""Node4""","""Node5""","""Node4""","""Node3""","""Node2""","""Node1""","""Node5""","""Node4""","""Node3""","""Node3""","""Node2""","(3, 2, 0)",5,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00493146951618407,0.041411303244924126,5,"(6, 8)","""Node1""","""Node4""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node5""","""Node2""","""Node5""","""Node5""","(3, 2, 0)",5,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00394848357143863,0.0505084239396119,6,"(5, 6)","""Node3""","""Node6""","""Node3""","""Node3""","""Node1""","""Node6""","""Node6""","""Node4""","""Node2""","""Node5""","""Node5""","(0, 1, 5)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0040617787857342704,0.05180754334141216,6,"(6, 7)","""Node5""","""Node4""","""Node5""","""Node1""","""Node2""","""Node4""","""Node6""","""Node1""","""Node6""","""Node3""","""Node3""","(0, 1, 5)",6,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00461543785273032,0.047218106618412914,4,"(6, 8)","""Node3""","""Node2""","""Node3""","""Node3""","""Node1""","""Node4""","""Node2""","""Node1""","""Node1""","""Node4""","""Node4""","(1, 2, 1)",4,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00483738307834178,0.03956964885399896,5,"(5, 7)","""Node3""","""Node2""","""Node3""","""Node4""","""Node5""","""Node2""","""Node5""","""Node4""","""Node5""","""Node1""","""Node1""","(4, 1, 0)",5,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00426004765956474,0.0488608189019749,6,"(6, 7)","""Node3""","""Node4""","""Node3""","""Node6""","""Node1""","""Node4""","""Node6""","""Node2""","""Node5""","""Node6""","""Node2""","(0, 3, 3)",6,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00472341567273738,0.04114599661457784,6,"(5, 6)","""Node5""","""Node4""","""Node5""","""Node5""","""Node6""","""Node2""","""Node3""","""Node4""","""Node1""","""Node2""","""Node2""","(3, 3, 0)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node1""","""Node3""","""Node1""","""Node2""","""Node6""","""Node3""","""Node2""","""Node5""","""Node4""","""Node2""","""Node5""","(3, 3, 0)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0048525105744591105,0.03766533856445073,6,"(3, 4)","""Node6""","""Node3""","""Node2""","""Node1""","""Node1""","""Node3""","""Node6""","""Node2""","""Node4""","""Node5""","""Node5""","(6, 0, 0)",6,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node3""","""Node2""","""Node3""","""Node4""","""Node3""","""Node2""","""Node4""","""Node4""","""Node5""","""Node1""","""Node4""","(1, 4, 0)",5,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.004923447253727111,0.04318166032547281,5,"(6, 8)","""Node5""","""Node2""","""Node5""","""Node3""","""Node1""","""Node2""","""Node5""","""Node2""","""Node1""","""Node4""","""Node4""","(1, 4, 0)",5,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node3""","""Node3""","""Node1""","""Node3""","""Node5""","""Node2""","""Node4""","""Node1""","""Node4""","""Node6""","""Node6""","(2, 0, 4)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node5""","""Node4""","""Node3""","""Node5""","""Node1""","""Node4""","""Node6""","""Node3""","""Node6""","""Node2""","""Node2""","(4, 2, 0)",6,"(5, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0037565435146954,0.03926711744826556,6,"(3, 4)","""Node6""","""Node5""","""Node6""","""Node1""","""Node3""","""Node5""","""Node4""","""Node6""","""Node2""","""Node1""","""Node1""","(5, 1, 0)",6,"(3, 4)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(6, 7)","""Node3""","""Node3""","""Node3""","""Node3""","""Node1""","""Node4""","""Node6""","""Node2""","""Node5""","""Node6""","""Node6""","(5, 1, 0)",6,"(6, 7)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0036882224898059602,0.0523560483117182,6,"(5, 6)","""Node5""","""Node1""","""Node5""","""Node5""","""Node1""","""Node2""","""Node3""","""Node2""","""Node4""","""Node6""","""Node6""","(0, 0, 6)",6,"(5, 6)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.00402551509184677,0.05423111483328615,6,"(6, 8)","""Node2""","""Node1""","""Node2""","""Node2""","""Node5""","""Node6""","""Node1""","""Node4""","""Node3""","""Node4""","""Node5""","(0, 0, 6)",6,"(6, 8)",1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
