Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,"	MapTask8To",MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6,pareto rank,no_1.0_VSFS,no_MIPS,no_Adreno,no_ARMv8
0.003960564,0.038863448,6,"(3, 4)","""Node6""","""Node6""","""Node1""","""Node4""","""Node6""","""Node2""","""Node4""","""Node1""","""Node5""","""Node3""","""Node3""","(4, 2, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,4,2,0
0.00403554,0.038392981,6,"(5, 6)","""Node6""","""Node5""","""Node6""","""Node6""","""Node5""","""Node6""","""Node2""","""Node3""","""Node4""","""Node1""","""Node1""","(4, 2, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,4,2,0
0.007374242,0.036797475,6,"(5, 6)","""Node3""","""Node1""","""Node3""","""Node3""","""Node2""","""Node2""","""Node1""","""Node4""","""Node6""","""Node5""","""Node5""","(6, 0, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,6,0,0
0.004308933,0.037673713,6,"(6, 8)","""Node2""","""Node2""","""Node4""","""Node2""","""Node5""","""Node1""","""Node4""","""Node2""","""Node3""","""Node6""","""Node5""","(6, 0, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,6,0,0
0.004837383,0.039569649,5,"(7, 8)","""Node2""","""Node1""","""Node2""","""Node2""","""Node3""","""Node1""","""Node4""","""Node2""","""Node3""","""Node4""","""Node5""","(4, 1, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",1,1,4,1,0
0.003641841,0.050122539,4,"(1 ,1)","""Node2""","""Node3""","""Node2""","""Node4""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node4""","""Node4""","(0, 2, 2)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,2,2
0.004131902,0.046316502,4,"(1 ,1)","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node2""","""Node1""","""Node4""","""Node2""","""Node4""","""Node4""","(1, 1, 2)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,1,2
0.003271156,0.04867566,5,"(1 ,1)","""Node5""","""Node2""","""Node5""","""Node5""","""Node3""","""Node2""","""Node4""","""Node1""","""Node3""","""Node1""","""Node4""","(1, 3, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,3,1
0.003233382,0.053439806,6,"(1 ,1)","""Node2""","""Node6""","""Node5""","""Node2""","""Node3""","""Node6""","""Node1""","""Node5""","""Node4""","""Node1""","""Node4""","(0, 1, 5)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,1,5
0.00340992,0.044119908,6,"(1 ,1)","""Node3""","""Node1""","""Node6""","""Node3""","""Node4""","""Node2""","""Node1""","""Node6""","""Node5""","""Node2""","""Node5""","(1, 5, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,5,0
0.003443014,0.042262869,6,"(1 ,1)","""Node6""","""Node5""","""Node4""","""Node6""","""Node3""","""Node5""","""Node1""","""Node4""","""Node2""","""Node1""","""Node2""","(3, 3, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,3,3,0
0.003904899,0.041241066,5,"(1 ,1)","""Node3""","""Node2""","""Node5""","""Node3""","""Node4""","""Node1""","""Node2""","""Node5""","""Node4""","""Node1""","""Node4""","(3, 0, 2)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,3,0,2
0.003512761,0.041601537,6,"(1 ,1)","""Node5""","""Node6""","""Node5""","""Node5""","""Node3""","""Node6""","""Node4""","""Node2""","""Node1""","""Node2""","""Node1""","(4, 2, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,4,2,0
0.003212822,0.055794078,6,"(1 ,1)","""Node1""","""Node2""","""Node3""","""Node1""","""Node5""","""Node2""","""Node6""","""Node3""","""Node4""","""Node6""","""Node4""","(0, 0, 6)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,0,6
0.003308705,0.04583662,6,"(1 ,1)","""Node6""","""Node4""","""Node1""","""Node6""","""Node2""","""Node4""","""Node5""","""Node1""","""Node3""","""Node5""","""Node3""","(0, 5, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,0,5,1
0.004837383,0.039569649,5,"(3, 4)","""Node1""","""Node3""","""Node4""","""Node2""","""Node5""","""Node3""","""Node1""","""Node4""","""Node2""","""Node5""","""Node5""","(4, 1, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,4,1,0
0.003821267,0.048994841,4,"(3, 4)","""Node4""","""Node2""","""Node4""","""Node4""","""Node1""","""Node3""","""Node2""","""Node4""","""Node3""","""Node1""","""Node1""","(1, 0, 3)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,0,3
0.003843196,0.041305784,6,"(3, 4)","""Node5""","""Node5""","""Node6""","""Node1""","""Node5""","""Node2""","""Node3""","""Node6""","""Node4""","""Node1""","""Node1""","(3, 3, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,3,3,0
0.004615438,0.04508789,4,"(5, 6)","""Node1""","""Node2""","""Node1""","""Node1""","""Node2""","""Node4""","""Node4""","""Node3""","""Node3""","""Node4""","""Node4""","(1, 2, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,2,1
0.004626755,0.041235394,5,"(5, 8)","""Node3""","""Node1""","""Node3""","""Node1""","""Node2""","""Node1""","""Node3""","""Node1""","""Node5""","""Node4""","""Node4""","(3, 0, 2)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,3,0,2
0.005087467,0.044414868,4,"(6, 7)","""Node3""","""Node3""","""Node3""","""Node1""","""Node2""","""Node3""","""Node1""","""Node1""","""Node2""","""Node4""","""Node1""","(1, 2, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,2,1
0.003483501,0.041646102,5,"(6, 8)","""Node2""","""Node1""","""Node2""","""Node1""","""Node4""","""Node5""","""Node2""","""Node2""","""Node4""","""Node5""","""Node3""","(1, 3, 1)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,1,3,1
0.004223996,0.038962622,6,"(6, 8)","""Node6""","""Node2""","""Node6""","""Node6""","""Node5""","""Node1""","""Node2""","""Node1""","""Node4""","""Node3""","""Node5""","(4, 2, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,4,2,0
0.004837845,0.03835509,6,"(7, 8)","""Node3""","""Node2""","""Node6""","""Node3""","""Node5""","""Node2""","""Node6""","""Node5""","""Node5""","""Node4""","""Node1""","(6, 0, 0)",1,1,1,1,1,1,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB""",2,1,6,0,0
